Iso3_code;Country;Region;Subregion;Category;Year;Unit of measurement;VALUE
GRD;Grenada;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0
HRV;Croatia;Europe;Southern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,023852307
ITA;Italy;Europe;Southern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,25331631
JAM;Jamaica;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,284862192
KAZ;Kazakhstan;Asia;Central Asia;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,021840244
LBN;Lebanon;Asia;Western Asia;Unlawful interception or access of computer data;2017;Rate per 100,000 population;4,697793175
LTU;Lithuania;Europe;Northern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;2,375664928
LVA;Latvia;Europe;Northern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,051154493
MAR;Morocco;Africa;Northern Africa;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0
MDA;Republic of Moldova;Europe;Eastern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,031441538
MEX;Mexico;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,009768864
MNE;Montenegro;Europe;Southern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0
OMN;Oman;Asia;Western Asia;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,02201744
POL;Poland;Europe;Eastern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;5,693848661
PRT;Portugal;Europe;Southern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;4,559773292
ROU;Romania;Europe;Eastern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,385809265
RUS;Russian Federation;Europe;Eastern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,741822748
SGP;Singapore;Asia;South-eastern Asia;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,329604352
SRB;Serbia;Europe;Southern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0,093772438
SVK;Slovakia;Europe;Eastern Europe;Unlawful interception or access of computer data;2017;Rate per 100,000 population;0
ALB;Albania;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0
AUT;Austria;Europe;Western Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,633447439
AZE;Azerbaijan;Asia;Western Asia;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,01969954
BHS;Bahamas;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0
BLR;Belarus;Europe;Eastern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,268163611
CHE;Switzerland;Europe;Western Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;13,51822094
CHL;Chile;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,582842491
COL;Colombia;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;9,186848909
CYP;Cyprus;Asia;Western Asia;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0
DEU;Germany;Europe;Western Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,172503861
ECU;Ecuador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,53480111
FIN;Finland;Europe;Northern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;5,60243287
FRA;France;Europe;Western Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,348487306
HRV;Croatia;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0
IRL;Ireland;Europe;Northern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,020684632
ITA;Italy;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,182038555
LTU;Lithuania;Europe;Northern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;4,067969866
LVA;Latvia;Europe;Northern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,154988258
MLT;Malta;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;9,154044257
PAN;Panama;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,024008137
PER;Peru;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,071419824
POL;Poland;Europe;Eastern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;5,952526743
PRT;Portugal;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;3,838739883
QAT;Qatar;Asia;Western Asia;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,253006074
ROU;Romania;Europe;Eastern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,346818751
RUS;Russian Federation;Europe;Eastern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;1,209043792
SGP;Singapore;Asia;South-eastern Asia;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,189181029
SLV;El Salvador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0
SRB;Serbia;Europe;Southern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,147972415
SVK;Slovakia;Europe;Eastern Europe;Unlawful interception or access of computer data;2018;Rate per 100,000 population;0,201955461
ALB;Albania;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
ARE;United Arab Emirates;Asia;Western Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,238827824
AUT;Austria;Europe;Western Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,653157603
AZE;Azerbaijan;Asia;Western Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,068407788
BHS;Bahamas;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;1,071201738
BLR;Belarus;Europe;Eastern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,206740334
BLZ;Belize;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
CHE;Switzerland;Europe;Western Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;9,328805831
CHL;Chile;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,34139578
COL;Colombia;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;10,66402983
CYP;Cyprus;Asia;Western Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
DEU;Germany;Europe;Western Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,222494451
ECU;Ecuador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,616937275
FIN;Finland;Europe;Northern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;4,600168812
FRA;France;Europe;Western Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,481368265
GTM;Guatemala;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
GUY;Guyana;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
HRV;Croatia;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,048429064
IRL;Ireland;Europe;Northern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,081699029
ITA;Italy;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,204259541
LTU;Lithuania;Europe;Northern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;1,36886149
LVA;Latvia;Europe;Northern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,156530818
MLT;Malta;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;6,750927508
MNE;Montenegro;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,158630448
PAN;Panama;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,02362652
PER;Peru;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,018278829
POL;Poland;Europe;Eastern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;12,16825623
PRT;Portugal;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;5,9961576
QAT;Qatar;Asia;Western Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,03562224
ROU;Romania;Europe;Eastern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,379016596
RUS;Russian Federation;Europe;Eastern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;1,660465235
SAU;Saudi Arabia;Asia;Western Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,904336747
SGP;Singapore;Asia;South-eastern Asia;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,443201586
SLV;El Salvador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0
SRB;Serbia;Europe;Southern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,229696967
SVK;Slovakia;Europe;Eastern Europe;Unlawful interception or access of computer data;2019;Rate per 100,000 population;0,256695913
ALB;Albania;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,558104134
ARE;United Arab Emirates;Asia;Western Asia;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,183045881
AUT;Austria;Europe;Western Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,886865488
AZE;Azerbaijan;Asia;Western Asia;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,048614719
BHS;Bahamas;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
BRB;Barbados;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
CHE;Switzerland;Europe;Western Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;8,982923532
CHL;Chile;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
COL;Colombia;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;33,49848434
CYP;Cyprus;Asia;Western Asia;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
DEU;Germany;Europe;Western Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,199210389
ECU;Ecuador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,574235731
FIN;Finland;Europe;Northern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;5,678665651
FRA;France;Europe;Western Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,657567698
GRC;Greece;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,038050911
GTM;Guatemala;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;1,670245359
HRV;Croatia;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,024408881
IRL;Ireland;Europe;Northern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,040435744
ITA;Italy;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,250417733
LTU;Lithuania;Europe;Northern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;1,382848039
LVA;Latvia;Europe;Northern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,052713368
MLT;Malta;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;8,731794209
PAN;Panama;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,139716954
PER;Peru;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,003002574
POL;Poland;Europe;Eastern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;13,30527541
PRT;Portugal;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;7,418778336
QAT;Qatar;Asia;Western Asia;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
ROU;Romania;Europe;Eastern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,493775383
SGP;Singapore;Asia;South-eastern Asia;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,152287627
SLV;El Salvador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
SRB;Serbia;Europe;Southern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0
SVK;Slovakia;Europe;Eastern Europe;Unlawful interception or access of computer data;2020;Rate per 100,000 population;0,29321856
ALB;Albania;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;1,646401911
ARE;United Arab Emirates;Asia;Western Asia;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,192202053
AUT;Austria;Europe;Western Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,806986531
AZE;Azerbaijan;Asia;Western Asia;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,038786028
BHS;Bahamas;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,030572223
BLZ;Belize;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
BRB;Barbados;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
CHE;Switzerland;Europe;Western Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;11,36755023
CHL;Chile;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
COL;Colombia;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;37,76843649
CYP;Cyprus;Asia;Western Asia;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
DEU;Germany;Europe;Western Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,21700412
ECU;Ecuador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,539394419
FIN;Finland;Europe;Northern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;4,082375842
FRA;France;Europe;Western Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,64309734
GRC;Greece;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,019147249
GTM;Guatemala;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;1,584463534
GUY;Guyana;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,124290457
HND;Honduras;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,418355269
HRV;Croatia;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,04925944
IRL;Ireland;Europe;Northern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,020054042
ITA;Italy;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,140107256
LTU;Lithuania;Europe;Northern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;4,270359702
LVA;Latvia;Europe;Northern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
MLT;Malta;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;11,9601783
PER;Peru;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,014829987
POL;Poland;Europe;Eastern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;12,97910522
PRT;Portugal;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;6,141823848
QAT;Qatar;Asia;Western Asia;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,037199129
ROU;Romania;Europe;Eastern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,496674351
SGP;Singapore;Asia;South-eastern Asia;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,10099207
SLV;El Salvador;Americas;Latin America and the Caribbean;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
SRB;Serbia;Europe;Southern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
SVK;Slovakia;Europe;Eastern Europe;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0,385489302
SWZ;Eswatini;Africa;Sub-Saharan Africa;Unlawful interception or access of computer data;2021;Rate per 100,000 population;0
ARM;Armenia;Asia;Western Asia;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,622852564
BEL;Belgium;Europe;Western Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;10,28029414
BRA;Brazil;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;12,62903968
CRI;Costa Rica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0
CZE;Czechia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,55147855
DMA;Dominica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0
DNK;Denmark;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;15,06020765
EST;Estonia;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,076073048
FIN;Finland;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;7,781831145
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;5,778293066
GRD;Grenada;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0
LTU;Lithuania;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,467457059
MDV;Maldives;Asia;Southern Asia;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;10,55819244
MKD;North Macedonia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0
NLD;Netherlands;Europe;Western Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;2,648329921
PHL;Philippines;Asia;South-eastern Asia;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;4,479635843
POL;Poland;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,111451304
PRT;Portugal;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,336267766
RUS;Russian Federation;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,085247905
SRB;Serbia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,05302255
SVK;Slovakia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,276774777
SVN;Slovenia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;0,722920483
SWE;Sweden;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;20,14873852
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2014;Rate per 100,000 population;1,237478267
ALB;Albania;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;1,283616663
ARM;Armenia;Asia;Western Asia;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,416870108
BEL;Belgium;Europe;Western Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;10,04595938
BRA;Brazil;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;29,08061894
CRI;Costa Rica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0
CZE;Czechia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,494118212
DMA;Dominica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0
DNK;Denmark;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;12,0293156
ECU;Ecuador;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,70388176
EST;Estonia;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0
FIN;Finland;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;7,464237815
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;4,727340406
GRD;Grenada;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0
ITA;Italy;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,026563553
LTU;Lithuania;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,776040067
MDV;Maldives;Asia;Southern Asia;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;1,14788949
MKD;North Macedonia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0
NLD;Netherlands;Europe;Western Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;1,95996651
PHL;Philippines;Asia;South-eastern Asia;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;5,859380782
POL;Poland;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,106346704
PRT;Portugal;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,569199432
RUS;Russian Federation;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,094699333
SRB;Serbia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,013298764
SVK;Slovakia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,276526011
SVN;Slovenia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,528627079
SWE;Sweden;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;18,44792069
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2015;Rate per 100,000 population;0,739005026
ALB;Albania;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,937154099
AND;Andorra;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0
ARM;Armenia;Asia;Western Asia;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,383832286
AUT;Austria;Europe;Western Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;1,190409898
BEL;Belgium;Europe;Western Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;9,039629098
BGR;Bulgaria;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,607233713
BLR;Belarus;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0
BRA;Brazil;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;38,08525608
COL;Colombia;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;4,963679941
CRI;Costa Rica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,121329652
CZE;Czechia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,275466642
DEU;Germany;Europe;Western Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;14,75256911
DMA;Dominica;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0
DNK;Denmark;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;13,3523584
ECU;Ecuador;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,590039225
ESP;Spain;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,114043941
EST;Estonia;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,075992144
FIN;Finland;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;9,389980636
FRA;France;Europe;Western Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,743874151
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;4,144540863
GRC;Greece;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,111630586
GRD;Grenada;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0
HRV;Croatia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,023675638
HUN;Hungary;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,478853791
ITA;Italy;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,241189808
LTU;Lithuania;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,238608693
LVA;Latvia;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,101344024
MDV;Maldives;Asia;Southern Asia;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;1,100709407
MKD;North Macedonia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0
NLD;Netherlands;Europe;Western Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;1,810271304
NOR;Norway;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;3,284580546
PER;Peru;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,517139837
PHL;Philippines;Asia;South-eastern Asia;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;3,738727091
POL;Poland;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,155714276
PRT;Portugal;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,677457402
RUS;Russian Federation;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,083385503
SLV;El Salvador;Americas;Latin America and the Caribbean;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,335972585
SRB;Serbia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,013345276
SVK;Slovakia;Europe;Eastern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,23935763
SVN;Slovenia;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,622003617
SWE;Sweden;Europe;Northern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;15,57269803
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2016;Rate per 100,000 population;0,91390814
ALB;Albania;Europe;Southern Europe;Acts that cause environmental pollution or degradation;2017;Rate per 100,000 population;1,597580014
