Iso3_code;Country;Region;Subregion;Category;Year;Unit of measurement;VALUE
ESP;Spain;Europe;Southern Europe;Fraud;2020;Counts;360551
EST;Estonia;Europe;Northern Europe;Fraud;2020;Counts;1845
FIN;Finland;Europe;Northern Europe;Fraud;2020;Counts;47132
FRA;France;Europe;Western Europe;Fraud;2020;Counts;232572
GRC;Greece;Europe;Southern Europe;Fraud;2020;Counts;4059
GRD;Grenada;Americas;Latin America and the Caribbean;Fraud;2020;Counts;85
GTM;Guatemala;Americas;Latin America and the Caribbean;Fraud;2020;Counts;95
GUY;Guyana;Americas;Latin America and the Caribbean;Fraud;2020;Counts;50
HRV;Croatia;Europe;Southern Europe;Fraud;2020;Counts;2507
HUN;Hungary;Europe;Eastern Europe;Fraud;2020;Counts;15451
IRL;Ireland;Europe;Northern Europe;Fraud;2020;Counts;5862
ISL;Iceland;Europe;Northern Europe;Fraud;2020;Counts;673
ITA;Italy;Europe;Southern Europe;Fraud;2020;Counts;283686
JOR;Jordan;Asia;Western Asia;Fraud;2020;Counts;2771
JPN;Japan;Asia;Eastern Asia;Fraud;2020;Counts;30468
KEN;Kenya;Africa;Sub-Saharan Africa;Fraud;2020;Counts;555
KGZ;Kyrgyzstan;Asia;Central Asia;Fraud;2020;Counts;17750
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Fraud;2020;Counts;13
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Fraud;2020;Counts;18
LIE;Liechtenstein;Europe;Western Europe;Fraud;2020;Counts;176
LTU;Lithuania;Europe;Northern Europe;Fraud;2020;Counts;2688
LVA;Latvia;Europe;Northern Europe;Fraud;2020;Counts;1731
MAR;Morocco;Africa;Northern Africa;Fraud;2020;Counts;2552
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud;2020;Counts;81016
MLT;Malta;Europe;Southern Europe;Fraud;2020;Counts;811
MMR;Myanmar;Asia;South-eastern Asia;Fraud;2020;Counts;3268
MNE;Montenegro;Europe;Southern Europe;Fraud;2020;Counts;58
MNG;Mongolia;Asia;Eastern Asia;Fraud;2020;Counts;4270
NOR;Norway;Europe;Northern Europe;Fraud;2020;Counts;18998
NZL;New Zealand;Oceania;Australia and New Zealand;Fraud;2020;Counts;2976
OMN;Oman;Asia;Western Asia;Fraud;2020;Counts;885
PER;Peru;Americas;Latin America and the Caribbean;Fraud;2020;Counts;13342
POL;Poland;Europe;Eastern Europe;Fraud;2020;Counts;138187
PRT;Portugal;Europe;Southern Europe;Fraud;2020;Counts;37003
PSE;State of Palestine;Asia;Western Asia;Fraud;2020;Counts;5504
ROU;Romania;Europe;Eastern Europe;Fraud;2020;Counts;11222
RUS;Russian Federation;Europe;Eastern Europe;Fraud;2020;Counts;329049
SGP;Singapore;Asia;South-eastern Asia;Fraud;2020;Counts;16523
SLV;El Salvador;Americas;Latin America and the Caribbean;Fraud;2020;Counts;3239
SRB;Serbia;Europe;Southern Europe;Fraud;2020;Counts;1240
SVK;Slovakia;Europe;Eastern Europe;Fraud;2020;Counts;1984
SVN;Slovenia;Europe;Southern Europe;Fraud;2020;Counts;3379
SWE;Sweden;Europe;Northern Europe;Fraud;2020;Counts;278954
THA;Thailand;Asia;South-eastern Asia;Fraud;2020;Counts;9098
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Fraud;2020;Counts;503
UKR;Ukraine;Europe;Eastern Europe;Fraud;2020;Counts;25688
URY;Uruguay;Americas;Latin America and the Caribbean;Fraud;2020;Counts;10702
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Fraud;2020;Counts;2
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Fraud;2020;Counts;468
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2013;Counts;35
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2013;Counts;7667
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2013;Counts;6914
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2013;Counts;7303
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2013;Counts;1740
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2013;Counts;180826
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2013;Counts;488
HND;Honduras;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2013;Counts;1173
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2013;Counts;29089
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2013;Counts;955
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2013;Counts;292
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2013;Counts;15282
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2013;Counts;688
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2013;Counts;672
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2013;Counts;17
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2013;Counts;240
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2013;Counts;119
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2013;Counts;68854
TUR;Türkiye;Asia;Western Asia;Fraud: Cyber-related (Cy);2013;Counts;20175
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Fraud: Cyber-related (Cy);2013;Counts;100
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2014;Counts;30
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2014;Counts;6635
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2014;Counts;8368
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2014;Counts;7469
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2014;Counts;2114
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2014;Counts;183297
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2014;Counts;415
HND;Honduras;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2014;Counts;1273
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2014;Counts;23542
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2014;Counts;1247
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2014;Counts;376
MCO;Monaco;Europe;Western Europe;Fraud: Cyber-related (Cy);2014;Counts;6
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2014;Counts;22216
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2014;Counts;994
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2014;Counts;2118
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2014;Counts;3
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2014;Counts;51
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2014;Counts;163
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2014;Counts;76932
TUR;Türkiye;Asia;Western Asia;Fraud: Cyber-related (Cy);2014;Counts;16854
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Fraud: Cyber-related (Cy);2014;Counts;128
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;51
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2015;Counts;39
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2015;Counts;7473
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2015;Counts;9315
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;7722
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2015;Counts;2391
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2015;Counts;182278
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;0
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;356
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;1233
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Fraud: Cyber-related (Cy);2015;Counts;0
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;900
HND;Honduras;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;1084
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;26378
LBN;Lebanon;Asia;Western Asia;Fraud: Cyber-related (Cy);2015;Counts;101
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2015;Counts;946
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2015;Counts;361
MCO;Monaco;Europe;Western Europe;Fraud: Cyber-related (Cy);2015;Counts;6
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2015;Counts;4800
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2015;Counts;31806
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2015;Counts;5999
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2015;Counts;4207
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;4
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2015;Counts;1
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;126
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2015;Counts;103067
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Fraud: Cyber-related (Cy);2015;Counts;117
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;51
ARE;United Arab Emirates;Asia;Western Asia;Fraud: Cyber-related (Cy);2016;Counts;1005
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2016;Counts;48
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2016;Counts;9672
AZE;Azerbaijan;Asia;Western Asia;Fraud: Cyber-related (Cy);2016;Counts;3
BGR;Bulgaria;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2016;Counts;112
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;10
BRB;Barbados;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;0
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2016;Counts;12471
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;8957
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2016;Counts;2379
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2016;Counts;183529
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;0
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;352
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;1014
ESP;Spain;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;70854
GBR_E_W;United Kingdom (England and Wales);Europe;Northern Europe;Fraud: Cyber-related (Cy);2016;Counts;0
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;891
GUY;Guyana;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;0
HND;Honduras;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;1151
HRV;Croatia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;1365
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;33080
JAM;Jamaica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;1
JPN;Japan;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2016;Counts;755
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2016;Counts;470
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2016;Counts;174
MCO;Monaco;Europe;Western Europe;Fraud: Cyber-related (Cy);2016;Counts;5
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;340
MNG;Mongolia;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2016;Counts;19
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2016;Counts;32174
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2016;Counts;5
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2016;Counts;4593
SEN;Senegal;Africa;Sub-Saharan Africa;Fraud: Cyber-related (Cy);2016;Counts;81
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2016;Counts;4320
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;11
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2016;Counts;26
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;130
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2016;Counts;127808
UGA;Uganda;Africa;Sub-Saharan Africa;Fraud: Cyber-related (Cy);2016;Counts;106
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Fraud: Cyber-related (Cy);2016;Counts;181
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;77
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2017;Counts;67
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2017;Counts;1056
AZE;Azerbaijan;Asia;Western Asia;Fraud: Cyber-related (Cy);2017;Counts;2
BGR;Bulgaria;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2017;Counts;107
BHS;Bahamas;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;104
BRB;Barbados;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;12
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2017;Counts;14788
CHL;Chile;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;845
CRI;Costa Rica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;2597
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2017;Counts;2492
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2017;Counts;187100
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;0
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;947
ESP;Spain;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;94596
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;1093
HRV;Croatia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;1114
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;46078
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;0
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2017;Counts;477
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2017;Counts;156
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;63
MNG;Mongolia;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2017;Counts;425
OMN;Oman;Asia;Western Asia;Fraud: Cyber-related (Cy);2017;Counts;32
PER;Peru;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;571
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2017;Counts;34191
PRI;Puerto Rico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;55
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2017;Counts;2415
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2017;Counts;4419
SLV;El Salvador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;1
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;5
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2017;Counts;26
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2017;Counts;177
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2017;Counts;134127
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2017;Counts;0
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;60
ARM;Armenia;Asia;Western Asia;Fraud: Cyber-related (Cy);2018;Counts;51
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2018;Counts;1420
AZE;Azerbaijan;Asia;Western Asia;Fraud: Cyber-related (Cy);2018;Counts;1
BGR;Bulgaria;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2018;Counts;121
BHS;Bahamas;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;146
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;50
BRB;Barbados;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;12
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2018;Counts;18294
CHL;Chile;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;1028
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;12794
CRI;Costa Rica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;2869
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2018;Counts;2743
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2018;Counts;205735
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;1453
ESP;Spain;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;136344
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;1448
GUY;Guyana;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
HRV;Croatia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;1310
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;60111
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2018;Counts;570
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2018;Counts;221
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;352
MLT;Malta;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;3
MNE;Montenegro;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;1
MNG;Mongolia;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2018;Counts;521
OMN;Oman;Asia;Western Asia;Fraud: Cyber-related (Cy);2018;Counts;106
PER;Peru;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;1816
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2018;Counts;36586
PRY;Paraguay;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;13
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2018;Counts;5885
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2018;Counts;4928
SLV;El Salvador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;5
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2018;Counts;57
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2018;Counts;219
SWE;Sweden;Europe;Northern Europe;Fraud: Cyber-related (Cy);2018;Counts;172668
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2018;Counts;0
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;47
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2019;Counts;5537
AZE;Azerbaijan;Asia;Western Asia;Fraud: Cyber-related (Cy);2019;Counts;1
BGR;Bulgaria;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2019;Counts;97
BHS;Bahamas;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;160
BRB;Barbados;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;6
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2019;Counts;25084
CHL;Chile;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;835
CRI;Costa Rica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;5219
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2019;Counts;3912
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2019;Counts;218270
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;0
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;5058
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;1673
ESP;Spain;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;190643
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;630
HRV;Croatia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;1785
ISL;Iceland;Europe;Northern Europe;Fraud: Cyber-related (Cy);2019;Counts;117
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;78543
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;0
LIE;Liechtenstein;Europe;Western Europe;Fraud: Cyber-related (Cy);2019;Counts;33
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2019;Counts;486
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;144
MNE;Montenegro;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;2
MNG;Mongolia;Asia;Eastern Asia;Fraud: Cyber-related (Cy);2019;Counts;57
PER;Peru;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;2472
POL;Poland;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2019;Counts;46893
RUS;Russian Federation;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2019;Counts;18810
SGP;Singapore;Asia;South-eastern Asia;Fraud: Cyber-related (Cy);2019;Counts;7580
SLV;El Salvador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;0
SRB;Serbia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;4
SVK;Slovakia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2019;Counts;71
SVN;Slovenia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2019;Counts;555
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2019;Counts;1
ALB;Albania;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;56
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
AUT;Austria;Europe;Western Europe;Fraud: Cyber-related (Cy);2020;Counts;10603
AZE;Azerbaijan;Asia;Western Asia;Fraud: Cyber-related (Cy);2020;Counts;1
BGR;Bulgaria;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2020;Counts;100
BHS;Bahamas;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;213
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;106
BLZ;Belize;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
BRB;Barbados;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;11
CAN;Canada;Americas;Northern America;Fraud: Cyber-related (Cy);2020;Counts;34615
CHL;Chile;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;640
COL;Colombia;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;46684
CRI;Costa Rica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;4048
CZE;Czechia;Europe;Eastern Europe;Fraud: Cyber-related (Cy);2020;Counts;3810
DEU;Germany;Europe;Western Europe;Fraud: Cyber-related (Cy);2020;Counts;234090
DMA;Dominica;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;3657
ECU;Ecuador;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;2329
ESP;Spain;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;255717
GRC;Greece;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;1191
GRD;Grenada;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
GUY;Guyana;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
HRV;Croatia;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;951
ISL;Iceland;Europe;Northern Europe;Fraud: Cyber-related (Cy);2020;Counts;115
ITA;Italy;Europe;Southern Europe;Fraud: Cyber-related (Cy);2020;Counts;98617
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;0
LIE;Liechtenstein;Europe;Western Europe;Fraud: Cyber-related (Cy);2020;Counts;62
LTU;Lithuania;Europe;Northern Europe;Fraud: Cyber-related (Cy);2020;Counts;559
MAR;Morocco;Africa;Northern Africa;Fraud: Cyber-related (Cy);2020;Counts;35
MEX;Mexico;Americas;Latin America and the Caribbean;Fraud: Cyber-related (Cy);2020;Counts;156
